Title,original_title,budget,original_language,homepage,overview,runtime,revenue,release_date,vote_average,vote_count,genres,spoken_languages,production_countries,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
Feel the Beat,Feel the Beat,0,en,https://www.netflix.com/title/80994878,"After failing to make it on Broadway, April returns to her hometown and reluctantly begins training a misfit group of young dancers for a competition.",107,0,2020-06-19,7.59,1080,"Comedy, Music, Drama","English, Türkçe","Canada, United States of America",https://www.nytimes.com/2020/06/19/movies/feel-the-beat-review.html,A prickly professional dancer becomes a reluctant instructor for a preteen dance troupe in this formulaic dramedy.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Carson, Sofia (1993- )', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Down, Elissa (1975- )', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'Feel the Beat (Movie)', 'rank': 4, 'major': 'N'}]",2020-06-19T07:01:02+0000,253.0,‘Feel the Beat’ Review: Tough Love in the Dance Studio,,,A Young Troupe Needs Some Ballet Tough Love,,,,By Natalia Winkelman,"[{'firstname': 'Natalia', 'middlename': None, 'lastname': 'Winkelman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Babyteeth,Babyteeth,0,en,http://babyteeth.movie,A terminally ill teen upsets her parents when she falls in love with a small-time drug dealer.,118,989310,2020-06-15,6.847,323,"Drama, Comedy, Romance",English,Australia,https://www.nytimes.com/2020/06/18/movies/babyteeth-review.html,"Eliza Scanlen plays a seriously ill high schooler who falls for the wrong guy who turns out to have the right stuff, after all.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Babyteeth (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Murphy, Shannon (Film Director)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Scanlen, Eliza', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Wallace, Toby (1996- )', 'rank': 5, 'major': 'N'}]",2020-06-18T16:31:36+0000,517.0,"‘Babyteeth’ Review: Love Means Never Having, Well, You Know",,,"Love Means Never Having, Well, You Know",,,,By Manohla Dargis,"[{'firstname': 'Manohla', 'middlename': None, 'lastname': 'Dargis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Spelling the Dream,Spelling the Dream,0,en,https://www.netflix.com/title/81069312,"Since 1999, 18 of the last 22 winners of the Scripps National Spelling Bee have been Indian-American, making the incredible trend one of the longest in sports history. “Breaking the Bee” is a feature-length documentary that explores and celebrates this new dynasty while following four students, ages 7 to 14, as they vie for the title of spelling bee champion.",82,0,2020-06-03,7.0,12,Documentary,English,United States of America,https://www.nytimes.com/2020/06/03/movies/spelling-the-dream-review.html,"This Netflix documentary explores the unbroken Indian-American dominance of the U.S. national spelling bee, to less than winning results.",The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Scripps National Spelling Bee', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Rega, Sam', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'Spelling the Dream (Movie)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Spelling', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Netflix Inc', 'rank': 6, 'major': 'N'}]",2020-06-03T12:44:10+0000,296.0,‘Spelling the Dream’ Review: Words of Inspiration,,,Love of Language Spells Success,,,,By Bilal Qureshi,"[{'firstname': 'Bilal', 'middlename': None, 'lastname': 'Qureshi', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
A Secret Love,A Secret Love,0,en,https://www.netflix.com/title/80209024,"Amid shifting times, two women kept their decades-long love a secret. But coming out later in life comes with its own set of challenges.",83,0,2020-04-29,7.3,115,Documentary,English,United States of America,https://www.nytimes.com/2020/04/29/movies/a-secret-love-review.html,"This tender film explores the partnership between two women who lived, in public and to kin, as dear friends for six decades.",The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Homosexuality and Bisexuality', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Bolan, Chris (Filmmaker)', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'A Secret Love (Movie)', 'rank': 4, 'major': 'N'}]",2020-04-29T07:01:02+0000,309.0,‘A Secret Love’ Review: A Lesbian Couple’s Enduring Affection,,,Making a Haven of Their Own,,,,By Natalia Winkelman,"[{'firstname': 'Natalia', 'middlename': None, 'lastname': 'Winkelman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Love Wedding Repeat,Love Wedding Repeat,0,en,https://www.netflix.com/title/80227754,"While trying to make his sister's wedding day go smoothly, Jack finds himself juggling an angry ex-girlfriend, an uninvited guest with a secret, a misplaced sleep sedative, and the girl that got away in alternate versions of the same day.",100,0,2020-04-10,5.6,683,"Comedy, Romance","English, Italiano","United Kingdom, Italy",https://www.nytimes.com/2020/04/10/movies/love-wedding-repeat-review-a-tumble-down-the-aisle.html,A couple’s reception becomes a disaster (or does it?) in this comedy of multiple errors.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Love Wedding Repeat (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Craig, Dean (1974- )', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Claflin, Sam', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Munn, Olivia', 'rank': 5, 'major': 'N'}]",2020-04-10T07:01:05+0000,414.0,‘Love Wedding Repeat’ Review: A Tumble Down the Aisle,Movie Review,,Pratfalling Down The Aisle,,,,By Amy Nicholson,"[{'firstname': 'Amy', 'middlename': None, 'lastname': 'Nicholson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Almost Love,Almost Love,0,en,https://www.sellbymovie.com/,"Adam and Marklin’s 5-year relationship has gone from a passionate flame to a simmer, forcing them to reconcile with each other’s shortcomings while their friends endlessly search for love in New York City.",94,0,2019-06-26,6.4,39,"Drama, Romance, Comedy",English,United States of America,https://www.nytimes.com/2020/04/02/movies/almost-love-review.html,This ensemble comedy treats class solidarity as the love that dare not speak its name.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Almost Love (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Doyle, Mike (1972- )', 'rank': 3, 'major': 'N'}]",2020-04-02T11:00:03+0000,408.0,"‘Almost Love’ Review: Schooled in Romance, but Missing Class",,,"Schooled in Romance, but Missing Class",,,,By Teo Bugbee,"[{'firstname': 'Teo', 'middlename': None, 'lastname': 'Bugbee', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Hope Gap,Hope Gap,0,en,https://www.originpictures.co.uk/hope-gap,"Grace lives an idyllic life in a British seaside town, but her world soon comes crashing down when her husband of 29 years tells her he's leaving her for another woman. Through stages of shock, disbelief and anger -- and with support from her son -- Grace ultimately regains her footing while learning it's never too late to be happy.",100,1136167,2019-10-03,6.3,120,Drama,English,United Kingdom,https://www.nytimes.com/2020/03/05/movies/hope-gap-review-a-thin-line-between-love-and-war.html,Annette Bening and Bill Nighy play a couple that has lost its way after 29 years of marriage.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Bening, Annette', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Nighy, Bill', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Nicholson, William (1948- )', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Hope Gap (Movie)', 'rank': 5, 'major': 'N'}]",2020-03-05T12:00:03+0000,257.0,‘Hope Gap’ Review: A Thin Line Between Love and War,,,Hope Gap,,,,By Aisha Harris,"[{'firstname': 'Aisha', 'middlename': None, 'lastname': 'Harris', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
All the Bright Places,All the Bright Places,0,en,https://www.netflix.com/title/80208802,Two teens facing personal struggles form a powerful bond as they embark on a cathartic journey chronicling the wonders of Indiana.,108,0,2020-02-28,7.7,2782,"Romance, Drama",English,United States of America,https://www.nytimes.com/2020/02/28/movies/all-the-bright-places-review.html,Elle Fanning and Justice Smith breathe life into a film about mental illness and the healing power of love.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'All the Bright Places (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Haley, Brett', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Fanning, Elle', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Smith, Justice (1995- )', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Netflix Inc', 'rank': 6, 'major': 'N'}]",2020-02-28T08:01:07+0000,233.0,‘All the Bright Places’ Review: Love Amid Trauma,Streaming Movie Review,,A Refreshing Exploration of Mental Illness,,,,By Candice Frederick,"[{'firstname': 'Candice', 'middlename': None, 'lastname': 'Frederick', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
The Photograph,The Photograph,16000000,en,https://www.thephotographmovie.com/,"When famed photographer Christina Eames dies unexpectedly, she leaves her estranged daughter, Mae, hurt, angry and full of questions. When Mae finds a photograph tucked away in a safe-deposit box, she soon finds herself delving into her mother's early life -- an investigation that leads to an unexpected romance with a rising journalist.",106,20690779,2020-02-14,6.464,196,"Drama, Romance",English,"Canada, United States of America",https://www.nytimes.com/2020/02/13/movies/the-photograph-review.html,Issa Rae and a terrific Lakeith Stanfield play a New York couple whose romance sends them and the story into the past.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Photograph (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Meghie, Stella', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Rae, Issa', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Stanfield, Lakeith', 'rank': 5, 'major': 'N'}]",2020-02-13T20:54:33+0000,862.0,‘The Photograph’ Review: An Unabashedly Old-School Love Story,,,An Unabashedly Old-School Love Story,,,,By Manohla Dargis,"[{'firstname': 'Manohla', 'middlename': None, 'lastname': 'Dargis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
You Go To My Head,You Go To My Head,0,fr,http://yougotomyhead.com/,"Following a mysterious car accident in the desert, Dafne suffers from post-traumatic amnesia. Jake, the first person she sees when she regains consciousness, tells her he's her husband.",116,0,2017-10-26,6.5,11,"Drama, Mystery, Romance, Thriller","Français, English","Belgium, France, Germany",,,,,,,,,,,,,,,,
Ordinary Love,Ordinary Love,0,en,https://bleeckerstreetmedia.com/ordinary-love-film,An extraordinary look at the lives of a middle-aged couple in the midst of the wife's breast cancer diagnosis.,92,0,2019-12-06,6.9,131,"Drama, Romance",English,"Ireland, United Kingdom",https://www.nytimes.com/2020/02/12/movies/ordinary-love-review.html,Lesley Manville and Liam Neeson play a married couple facing a cancer diagnosis.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Ordinary Love (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Neeson, Liam', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Manville, Lesley', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': ""D'Sa, Lisa Barros"", 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Leyburn, Glenn', 'rank': 6, 'major': 'N'}]",2020-02-12T19:46:45+0000,569.0,‘Ordinary Love’ Review: In Sickness and in Health,,,Old-Sweater Lives,,,,By A.O. Scott,"[{'firstname': 'A.', 'middlename': 'O.', 'lastname': 'Scott', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
To All the Boys: P.S. I Still Love You,To All the Boys: P.S. I Still Love You,0,en,https://www.netflix.com/title/81030842,Lara Jean and Peter have just taken their romance from pretend to officially real when another recipient of one of her love letters enters the picture.,102,0,2020-02-03,6.846,2472,"Romance, Comedy",English,United States of America,https://www.nytimes.com/2020/02/11/movies/to-all-the-boys-ps-i-still-love-you-review.html,The second installment in Netflix’s ’80s-style teen romance trilogy asks the question John Hughes left unanswered.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Condor, Lana', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Centineo, Noah', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'To All the Boys: PS I Still Love You (Movie)', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Fimognari, Michael', 'rank': 5, 'major': 'N'}]",2020-02-11T18:33:41+0000,654.0,"‘To All the Boys: P.S. I Still Love You’ Review: Bliss, for Now",Streaming Movie Review,,"Follow Your Bliss While It Lasts, Kids",,,,By Amy Nicholson,"[{'firstname': 'Amy', 'middlename': None, 'lastname': 'Nicholson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
The Woman Who Loves Giraffes,The Woman Who Loves Giraffes,0,en,,"Dr. Anne Innis Dagg re-traces the steps of her groundbreaking 1956 journey to South Africa to study giraffes in the wild. Now, at 85 years old, Anne sees a startling contrast between the world of giraffes she once knew and the one it has become. Weaving through the past and present, her harrowing journey gives us an intimate look into the factors that destroyed her career and the forces that brought her back.",81,0,2018-10-03,6.6,15,Documentary,,"Canada, South Africa, United States of America",https://www.nytimes.com/2020/01/09/movies/the-woman-who-loves-giraffes-review.html,"This warm documentary uses one woman’s singular passion to fuel a tale of zoological discovery, blatant sexism and environmental alarm.",The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Giraffes', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Woman Who Loves Giraffes (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Dagg, Anne Innis', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Reid, Alison (Filmmaker)', 'rank': 5, 'major': 'N'}]",2020-01-09T12:00:04+0000,279.0,‘The Woman Who Loves Giraffes’ Review: Crackers for Animals,,,A Special Spot  In Her Heart,,,,By Jeannette Catsoulis,"[{'firstname': 'Jeannette', 'middlename': None, 'lastname': 'Catsoulis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
