Title,original_title,budget,original_language,homepage,overview,runtime,revenue,release_date,vote_average,vote_count,genres,spoken_languages,production_countries,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
Alcarràs,Alcarràs,0,ca,https://www.alcarras-film.com/,"In a small village in Catalonia, the peach farmers of the Solé family spend every summer together picking fruit from their orchard. But when plans arise to install solar panels and cut down trees, the members of this tight-knit group suddenly face eviction – and the loss of far more than their home.",120,0,2022-04-29,6.867,173,Drama,Català,Spain,https://www.nytimes.com/2023/01/05/movies/alcarras-review.html,"In this naturalistic drama from Spain, a family confronts the impending loss of its generations-old farm.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Simon, Carla', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Alcarras (Movie)', 'rank': 3, 'major': 'N'}]",2023-01-05T12:00:03+0000,306.0,‘Alcarràs’ Review: Labor of Love,,,Alcarràs,,,,By Devika Girish,"[{'firstname': 'Devika', 'middlename': None, 'lastname': 'Girish', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Nelly and Monsieur Arnaud,Nelly et Mr. Arnaud,0,fr,,"Nelly leaves her lazy, unemployed husband to work for retired judge Mr Arnaud, forty years her senior, after he offers to clear her bills for her. While she types his memoirs the two develop a close friendship, but Arnaud becomes jealous when Nelly begins dating his good-looking young publisher.",106,0,1995-08-23,6.9,116,"Drama, Romance",Français,"Germany, France, Italy",,,,,,,,,,,,,,,,
Lady Chatterley's Lover,Lady Chatterley's Lover,0,en,https://www.netflix.com/title/81476441,Unhappily married aristocrat Lady Chatterley begins a torrid affair — and falls deeply in love — with the gamekeeper on her husband's country estate.,126,0,2022-11-22,6.542,372,"Drama, Romance",English,"United Kingdom, United States of America",,,,,,,,,,,,,,,,
The Sound of Christmas,The Sound of Christmas,0,en,,A woman facing eviction just before Christmas who must navigate budding romantic feelings for a handsome billionaire when she takes a job nannying for his two children right before Christmas.,0,0,2022-11-24,8.0,4,"TV Movie, Drama",English,United States of America,https://www.nytimes.com/2022/11/23/movies/sound-of-christmas-review.html,A young singer gets more than she bargained for when she accepts a job as a nanny for a billionaire’s children.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Ne-Yo', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Sound of Christmas (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Mattison, Booker T', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'McNeill, Serayah', 'rank': 5, 'major': 'N'}]",2022-11-23T15:00:09+0000,277.0,‘The Sound of Christmas’ Review: A Gospel Singer Finds Love,,,The Sound  Of Christmas,,,,By Concepción de León,"[{'firstname': 'Concepción', 'middlename': None, 'lastname': 'de León', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
The Inspection,The Inspection,0,en,https://a24films.com/films/inspection,"Ellis French is a young, gay Black man, rejected by his mother and with few options for his future, decides to join the Marines, doing whatever it takes to succeed in a system that would cast him aside. But even as he battles deep-seated prejudice and the grueling routines of basic training, he finds unexpected camaraderie, strength, and support in this new community, giving him a hard-earned sense of belonging that will shape his identity and forever change his life.",95,270613,2022-11-18,6.1,53,Drama,"العربية, Español, English",United States of America,https://www.nytimes.com/2022/11/17/movies/the-inspection-review-boot-camp-a-love-story.html,"Elegance Bratton’s autobiographical first feature is a lyrical, wrenching look at a young Marine’s journey through basic training.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Inspection (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Bratton, Elegance', 'rank': 3, 'major': 'N'}]",2022-11-17T12:00:07+0000,836.0,"‘The Inspection’ Review: Boot Camp, a Love Story",critic’s pick,,"A Few Good Men, Some With Secrets",,,,By A.O. Scott,"[{'firstname': 'A.', 'middlename': 'O.', 'lastname': 'Scott', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Bones and All,Bones and All,18000000,it,https://www.bonesandallfilm.net/,"Abandoned by her father, a young woman embarks on a thousand-mile odyssey through the backroads of America where she meets a disenfranchised drifter. But despite their best efforts, all roads lead back to their terrifying pasts and to a final stand that will determine whether their love can survive their otherness.",131,15100000,2022-11-18,7.074,1211,"Drama, Horror, Romance",English,"Italy, United States of America",https://www.nytimes.com/2022/11/17/movies/bones-and-all-review.html,Luca Guadagnino’s latest stars Timothée Chalamet and Taylor Russell as young cannibals on the run.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Bones and All (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Guadagnino, Luca', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Chalamet, Timothee (1995- )', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Russell, Taylor (1994- )', 'rank': 5, 'major': 'N'}]",2022-11-17T12:00:06+0000,710.0,‘Bones and All’ Review: You Eat What You Are,,,"It’s Eat, Prey, Love on a Journey of Self-Discovery",,,,By A.O. Scott,"[{'firstname': 'A.', 'middlename': 'O.', 'lastname': 'Scott', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
My Policeman,My Policeman,0,en,https://www.amazon.com/dp/B09Y8SHDPD,"In the late 1990s, the arrival of elderly invalid Patrick into Marion and Tom’s home triggers the exploration of seismic events from 40 years previous: the passionate relationship between Tom and Patrick at a time when homosexuality was illegal.",113,0,2022-10-20,7.731,635,"Drama, Romance",English,"United Kingdom, United States of America",https://www.nytimes.com/2022/10/20/movies/my-policeman-review.html,"A schoolteacher, her police officer husband and his lover deny each other romantic satisfaction in this dismal melodrama.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'My Policeman (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Grandage, Michael', 'rank': 3, 'major': 'N'}]",2022-10-20T16:52:51+0000,303.0,"‘My Policeman’ Review: Two Love Affairs, Equally Tragic",,,My Policeman,,,,By Teo Bugbee,"[{'firstname': 'Teo', 'middlename': None, 'lastname': 'Bugbee', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
About Fate,About Fate,0,en,,"Two strangers believe in love but never seem to be able to find its true meaning. In a wild twist of events, fate puts each in the other's path on one stormy New Year's Eve.",100,0,2022-09-08,7.48,357,"Romance, Comedy",English,United States of America,https://www.nytimes.com/2022/09/08/movies/about-fate-review.html,"Thomas Mann’s beguiling performance drives this Emma Roberts vehicle, but the romantic comedy creaks under the weight of its coincidences.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'About Fate (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Vaysberg, Marius', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Mann, Thomas (1991- )', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Roberts, Emma (1991- )', 'rank': 5, 'major': 'N'}]",2022-09-09T01:00:03+0000,289.0,‘About Fate’ Review: Love the One You’re With?,,,About Fate,,,,By Lisa Kennedy,"[{'firstname': 'Lisa', 'middlename': None, 'lastname': 'Kennedy', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Waiting for Bojangles,En attendant Bojangles,0,fr,,"A boy and his eccentric parents leave their home in Paris for a country house in Spain. As the mother descends deeper into her own mind, it's up to the boy and his father to keep her safe and happy.",124,0,2021-10-13,7.4,298,"Drama, Comedy, Romance","English, Français, Español","France, United States of America",https://www.nytimes.com/2022/09/01/movies/waiting-for-bojangles-review-endless-love.html,"Set in Paris in the 1960s, the film tells the story of two irrepressible lovers, and their young son, whose tale turns tragic.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Bourdeaut, Olivier', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Waiting for Bojangles (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Roinsard, Regis', 'rank': 4, 'major': 'N'}]",2022-09-01T11:00:06+0000,267.0,‘Waiting for Bojangles’ Review: Endless Love,,,Waiting for Bojangles,,,,By Calum Marsh,"[{'firstname': 'Calum', 'middlename': None, 'lastname': 'Marsh', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
I Love My Dad,I Love My Dad,0,en,http://www.magpictures.com/ilovemydad/,A hopelessly estranged father catfishes his son in an attempt to reconnect.,90,0,2022-08-05,5.8,42,Comedy,English,United States of America,https://www.nytimes.com/2022/08/04/movies/i-love-my-dad-review.html,This comedy is a daddy-issues movie with a queasy premise truly made for these times.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Oswalt, Patton', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'I Love My Dad (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Morosini, James', 'rank': 4, 'major': 'N'}]",2022-08-04T11:00:05+0000,418.0,‘I Love My Dad’ Review: A Father Catfishes His Son,,,A Father Catfishes His Son. We Just Wait for the Ick.,,,,By Glenn Kenny,"[{'firstname': 'Glenn', 'middlename': None, 'lastname': 'Kenny', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
A Love Song,A Love Song,0,en,,"Two childhood sweethearts, now both widowed, share a night by a lake in the mountains.",81,278562,2022-07-29,6.9,34,"Drama, Romance","English, Español",United States of America,https://www.nytimes.com/2022/07/28/movies/a-love-song-review.html,Two former childhood friends rekindle their connection in this sweetly hopeful story of romantic longing.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'A Love Song (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Walker-Silverman, Max', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Dickey, Dale (Actor)', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'STUDI, WES', 'rank': 5, 'major': 'N'}]",2022-07-28T11:00:06+0000,395.0,‘A Love Song’ Review: When Moving Forward Means Looking Back,Critic’s Pick,,The Romantic Ache That Never Truly Dies,,,,By Jeannette Catsoulis,"[{'firstname': 'Jeannette', 'middlename': None, 'lastname': 'Catsoulis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Alone Together,Alone Together,0,en,,"Strangers June and Charlie wind up double-booked in the same upstate New York Airbnb during the start of COVID-19. Exasperating the situation, the lockdown forces them both to stay and confront the unexpected feelings that develop between them.",101,0,2022-07-22,4.8,39,"Romance, Drama",English,United States of America,https://www.nytimes.com/2022/07/21/movies/alone-together-review.html,"Katie Holmes writes, directs and stars in this minor-key rom-com set in 2020.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Holmes, Katie', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Alone Together (Movie)', 'rank': 3, 'major': 'N'}]",2022-07-21T15:37:18+0000,254.0,‘Alone Together’ Review: Finding Love in a Pandemic Retreat,,,Alone Together,,,,By Teo Bugbee,"[{'firstname': 'Teo', 'middlename': None, 'lastname': 'Bugbee', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Art of Love,Romantik Hırsız,0,tr,https://www.netflix.com/title/81689799,"After learning that the art thief she has been chasing is her ex-lover, an officer working for Interpol concocts a plan to catch him red-handed.",99,0,2024-03-13,6.573,96,"Romance, Action, Drama",Türkçe,Turkey,https://www.nytimes.com/2022/07/21/movies/art-of-love-review.html,"A disillusioned college professor develops a relationship with a young Chinese woman, in a familiar and worn-out narrative.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Art of Love (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Kaplan, Betty (Film Director)', 'rank': 3, 'major': 'N'}]",2022-07-21T13:21:43+0000,354.0,‘Art of Love’ Review: An Erotic Male Fantasy in Puerto Rico,,,Art of Love,,,,By Concepción de León,"[{'firstname': 'Concepción', 'middlename': None, 'lastname': 'de León', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
2099: The Soldier Protocol,The Wheel,0,en,https://www.thewheelmovie.com/,"Sometime in the near future, paraplegic prison inmate Matt Mills meets ""The Board"" of Satoshi-Telefair Industries, who thank him for joining the Program. Under pressure and with a promise to make him walk again, Mills agrees to volunteer. He is injected with a synthetic nanomaterial and suffocated, only to wake up with restored use of his legs, yet alone in a steel cell in the first spoke of an experimental apparatus - The Wheel. A series of assailants inflict a multitude of damage to Mills' body and torment his mind, yet the synthetic nanomaterial not only restores his damaged organs, it re-engineers his strength. The experiment might be designed to kill, but Mills is determined to survive - and get back to his daughter before The Board finds her first.",82,0,2019-09-02,5.0,13,"Action, Science Fiction",English,Australia,,,,,,,,,,,,,,,,
Thor: Love and Thunder,Thor: Love and Thunder,250000000,en,https://www.marvel.com/movies/thor-love-and-thunder,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",119,760900000,2022-07-06,6.472,7110,"Fantasy, Action, Comedy",English,United States of America,https://www.nytimes.com/2022/07/07/movies/thor-love-and-thunder-review.html,"The director Taika Waititi injects antic silliness, once again, into this Marvel franchise starring Chris Hemsworth, who swings a mighty hammer and flexes mightier muscles.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Marvel Studios', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Bale, Christian', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Crowe, Russell', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Hemsworth, Chris', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Waititi, Taika', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Thompson, Tessa', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Portman, Natalie', 'rank': 8, 'major': 'N'}]",2022-07-07T18:26:10+0000,942.0,‘Thor: Love and Thunder’ Review: A God’s Comic Twilight,,,"He’s Still a Norse God, But Also a Big Old Goof",,,,By Manohla Dargis,"[{'firstname': 'Manohla', 'middlename': None, 'lastname': 'Dargis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Both Sides of the Blade,Avec amour et acharnement,0,fr,https://www.bothsidesoftheblade.com/,"Jean and Sara have been living together for 10 years. When they first met, Sara was living with François, Jean’s best friend and an admirer from back when he played rugby. Jean and Sara love each other. One day, Sara sees François in the street. He does not notice her, but she is overtaken by the sensation that her life could suddenly change. François gets back in touch with Jean. For the first time in years. He suggests they start working together again. From here on, things spiral out of control.",117,1747438,2022-07-08,5.494,78,"Drama, Romance",Français,France,https://www.nytimes.com/2022/07/07/movies/both-sides-of-the-blade-review.html,"In the latest film from Claire Denis, Juliette Binoche plays a Parisian radio journalist in a romantic quandary.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Denis, Claire', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Binoche, Juliette', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Lindon, Vincent', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Both Sides of the Blade (Movie)', 'rank': 5, 'major': 'N'}]",2022-07-07T11:00:07+0000,649.0,‘Both Sides of the Blade’ Review: Who Do You Love?,,,A Bliss Doomed To Be Doused,,,,By A.O. Scott,"[{'firstname': 'A.', 'middlename': 'O.', 'lastname': 'Scott', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Fire of Love,Fire of Love,0,en,https://films.nationalgeographic.com/fire-of-love,"A doomed love triangle between intrepid French scientists Katia and Maurice Krafft, and their beloved volcanoes.",93,0,2022-07-06,7.5,181,Documentary,"English, Français, Español, Português","Canada, United States of America",https://www.nytimes.com/2022/07/06/movies/fire-of-love-review.html,Sara Dosa’s new documentary chronicles the lives and deaths of the French scientists Katia and Maurice Krafft.,The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Volcanoes', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Fire of Love (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Fatalities)', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Dosa, Sara', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Krafft, Maurice (1946-91)', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Krafft, Katia (1942-91)', 'rank': 8, 'major': 'N'}]",2022-07-06T11:00:06+0000,609.0,‘Fire of Love’ Review: A Volcanic Romance,critic’s pick,,A Volcanic Romance Across Continents,,,,By A.O. Scott,"[{'firstname': 'A.', 'middlename': 'O.', 'lastname': 'Scott', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"Love, Divided",Pared con pared,0,es,,"She’s a young pianist preparing for an audition. He is a games inventor who can only concentrate in complete silence. Separated by only a paper-thin wall in conjoined apartments, will they learn to live in harmony with one another? Will romance blossom through the wall?",98,0,2024-04-12,6.723,92,"Romance, Comedy",Español,Spain,,,,,,,,,,,,,,,,
Stay Prayed Up,Stay Prayed Up,0,en,,"Lena Mae “Mother” Perry, the backbone of her community, cooks for crowds, tends to the needy, and boy, can she sing! After 50 years leading the dynamic, down-home gospel group The Branchettes, the octogenarian powerhouse, armed with her unwavering faith, shows no signs of slowing down. Taking us inside her loving community while following the recording of the group’s first album, this film is bursting with warmth, joy, and soul-stirring gospel music.",73,0,2021-09-01,0.0,0,Documentary,English,United States of America,https://www.nytimes.com/2022/06/16/movies/stay-prayed-up-review.html,"A new documentary about the gospel ensemble the Branchettes and its guiding light, Lena Mae Perry, is a plain-spoken tribute.",The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Gospel Music', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Stay Prayed Up (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Perry, Lena Mae', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Branchettes (Music Group)', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Anderson, DL (Filmmaker)', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Durning, Matthew', 'rank': 8, 'major': 'N'}]",2022-06-16T11:00:08+0000,330.0,‘Stay Prayed Up’ Review: Spreading the Gospel of Love,,,Stay Prayed Up,,,,By Glenn Kenny,"[{'firstname': 'Glenn', 'middlename': None, 'lastname': 'Kenny', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Benediction,Benediction,0,en,,"Poet Siegfried Sassoon survived the horrors of fighting in the First World War and was decorated for his bravery, but became a vocal critic of the government's continuation of the war when he returned from service. Adored by members of the aristocracy as well as stars of London's literary and stage world, he embarked on affairs with several men as he attempted to come to terms with his homosexuality.",137,847418,2021-12-23,6.13,54,"Drama, History, War","English, Français, Deutsch","United Kingdom, United States of America",https://www.nytimes.com/2022/06/02/movies/benediction-review.html,"Terence Davies’s latest film is a biography of Siegfried Sassoon, whose writing about World War I changed British literature.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Davies, Terence', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Benediction (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Lowden, Jack (1990- )', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Poetry and Poets', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Sassoon, Siegfried', 'rank': 6, 'major': 'N'}]",2022-06-02T11:00:06+0000,883.0,"‘Benediction’ Review: A Poet’s Life, in Love and War",,,"A Poet’s Life, In Love and War",,,,By A.O. Scott,"[{'firstname': 'A.', 'middlename': 'O.', 'lastname': 'Scott', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Dinner in America,Dinner in America,0,en,https://www.dinnerinamerica.com,An on-the-lam punk rocker and a young woman obsessed with his band go on an unexpected and epic journey together through the decaying suburbs of the American Midwest.,106,0,2022-05-27,7.281,48,"Romance, Comedy, Music",English,United States of America,https://www.nytimes.com/2022/05/26/movies/dinner-in-america-review.html,A rage-fueled rock singer on the run from the police meets and falls in love with a gullible young woman eager to escape her circumstances.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Rehmeier, Adam', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Dinner in America (Book)', 'rank': 3, 'major': 'N'}]",2022-05-26T11:00:04+0000,254.0,‘Dinner in America’ Review: A Punk-Rock Love Story,,,Dinner in America,,,,By Concepción de León,"[{'firstname': 'Concepción', 'middlename': None, 'lastname': 'de León', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
In a New York Minute,In a New York Minute,0,en,,"In A New York Minute follows three Asian women, each at a different stage in their life as they deal with their own personal struggles. Amy is haunted by a past breakup that has manifested into an eating disorder. Angel is caught between a loveless marriage with an older American businessman and a passionate affair with Chinese filmmaker. Nina moonlights as an escort as a way of supporting herself financially. As the story unfolds, the film reveals each character’s wants and desires is reflected in the other.",102,0,2019-04-28,3.2,2,Drama,English,,https://www.nytimes.com/2022/05/03/movies/in-a-new-york-minute-review.html,This drama from Ximan Li teases time in telling the stories of three Chinese women living in a city that tempts promise but delivers frustration.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'In A New York Minute (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Ximan Li', 'rank': 3, 'major': 'N'}]",2022-05-03T21:05:25+0000,299.0,‘In a New York Minute’ Review: Love or Freedom?,,,In a New York Minute,,,,By Lisa Kennedy,"[{'firstname': 'Lisa', 'middlename': None, 'lastname': 'Kennedy', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Anaïs in Love,Les Amours d’Anaïs,0,fr,,A young woman struggling to stay on top of everything in her life meets a married publisher and begins an affair with him.,98,41356,2021-09-15,6.2,136,"Drama, Romance, Comedy","Français, English",France,https://www.nytimes.com/2022/04/28/movies/anais-in-love-review.html,"A restless woman discovers herself in a seductive French romance that throws out the usual dusty script about women, desire and pleasure.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Bourgeois-Tacquet, Charline', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Anais in Love (Movie)', 'rank': 3, 'major': 'N'}]",2022-04-28T16:18:57+0000,842.0,‘Anaïs in Love’ Review: Portrait of a Woman on the Run,Critic’s Pick,,Portrait of a Restless Heart,,,,By Manohla Dargis,"[{'firstname': 'Manohla', 'middlename': None, 'lastname': 'Dargis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
I Love America,I Love America,0,fr,,"A single woman who decides to take a chance on love again by catapulting her life from Paris to Los Angeles. From awkward dates to touching surprise encounters, she understands the journey to love is a journey towards herself.",102,0,2022-03-11,5.0,73,"Comedy, Romance","Français, English, Español","United States of America, France",https://www.nytimes.com/2022/04/28/movies/i-love-america-review.html,The determinedly uplifting comedy follows a 50-year-old French filmmaker as she dates in Los Angeles.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Marceau, Sophie', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'I Love America (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Azuelos, Lisa', 'rank': 4, 'major': 'N'}]",2022-04-28T11:00:07+0000,291.0,‘I Love America’ Review: The Gauche Rituals of Modern Romance,,,I Love America,,,,By Nicolas Rapold,"[{'firstname': 'Nicolas', 'middlename': None, 'lastname': 'Rapold', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
See You Then,See You Then,0,en,https://vanishingangle.com/see-you-then,"A decade after abruptly breaking up with Naomi, Kris invites her to a dinner to catch-up on their complicated lives, relationships, and Kris' transition.",74,0,2022-04-01,1.8,3,Drama,English,United States of America,https://www.nytimes.com/2022/04/18/movies/see-you-then-review.html,"Former lovers reconnect, litigating the past and present, in this drama from Mari Walker.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'See You Then (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Walker, Mari', 'rank': 3, 'major': 'N'}]",2022-04-18T11:00:03+0000,300.0,‘See You Then’ Review: The More Things Stay the Same,,,The Persistent Melancholy of Love,,,,By Kyle Turner,"[{'firstname': 'Kyle', 'middlename': None, 'lastname': 'Turner', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
